"V2","Length"
"RMND1",2373
"RAET1L",1346
"SLA",7637
"TMBIM4",4137
"VBP1",2018
"RAB39B",3505
"CLIC2",2840
"AFF2",14006
"MICU3",4606
"GRIP1",6378
"VPS37A",6784
"KIF5A",6261
"NAT2",1322
"MAGEA8",2363
"PSD3",15213
"CARNMT1",4610
"MCU",4533
"ELMSAN1",13484
"CFAP70",7428
"GNA14",2721
"FAM161B",5056
"GNAQ",6629
"WIF1",2368
"UGT2B4",2489
"GPR61",5057
"MMP16",12115
"ADK",3184
"KCNMA1",19248
"BATF",980
"DCK",3227
"ADAMTS3",6585
"ALX3",1859
"DPY19L4",7136
"NDUFAF6",6406
"DRAM2",3138
"C8orf37",3334
"PPEF2",4979
"CFAP161",1979
"ADAMTSL3",9754
"ART3",3278
"SLC28A1",3445
"WHAMM",5123
"CXCL13",1431
"N6AMT1",4865
"RWDD2B",3395
"USP16",5694
"CCT8",3341
"MAP3K7CL",4497
"NAA11",2701
"BACH1",7717
"CLDN17",1193
"CLDN8",2068
"TSPAN7",3110
"TIAM1",8751
"SCAF4",5901
"RPGR",7143
"CDK20",5727
"PCGF6",2613
"ANKRD9",7215
"SFR1",1812
"SORCS3",5764
"SFXN2",8034
"C14orf2",3415
"FUT6",4349
"TDRD9",5480
"FGF18",1986
"PCDH1",5903
"SH3RF2",7232
"GDF6",3701
"UQCRB",9715
"MTERF3",1801
"PTDSS1",6295
"PPP2R2B",13206
"RPL30",4027
"KCNS2",5348
"FAM122C",5894
"SUPV3L1",4283
"FAM122B",4404
"EEF1A1",5948
"FBXO43",3950
"HKDC1",4259
"HK1",6073
"TYSND1",4597
"PHF6",8016
"CD109",9563
"LRFN2",3270
"NODAL",1693
"PRG3",869
"UBE2L6",2197
"ZDHHC5",5429
"MED19",1775
"ZFAND3",4036
"NPTN",4032
"KAT6B",13400
"SAMD8",7316
"RAB11FIP1",9602
"UNC5D",10816
"GLYATL2",1838
"UTP14A",4087
"AIFM1",3306
"MAPK13",7197
"BAG4",4809
"MS4A1",4872
"IGKV1OR-2",350
"TBC1D31",8611
"WDYHV1",2132
"ATAD2",7118
"FBXO32",7395
"NSMCE2",2991
"ZNF689",4159
"PRR14",3860
"FBRS",7218
"FRRS1",3868
"PHKG2",7509
"MFSD14A",2943
"SASS6",3972
"COX6A2",541
"ITGAD",4411
"ADGRG4",10074
"ZIC3",4136
"MALSU1",3851
"VPS8",10366
"GALK2",7531
"LHFPL4",5329
"B3GNT7",3806
"MPV17L",6009
"BUB1B",4476
"PDE6D",2850
"EIF4A2",6133
"BRPF1",5477
"RPUSD3",5348
"SST",618
"TATDN2",5572
"GHRL",2064
"SEC13",5446
"EXOG",5223
"NTAN1",3540
"SHCBP1L",2982
"NMNAT2",7165
"ZFYVE9",5809
"ATP2B2",10165
"LYZL4",1013
"SLC6A1",4904
"SMG1",25988
"FCHO2",6127
"RBPMS",8931
"TMEM171",1535
"KLHL40",2517
"C8A",2356
"TIMP4",1650
"SYN2",5683
"NRG1",11328
"C1orf27",4073
"CPT2",3401
"NECAP2",5559
"LRP8",10258
"CDCP2",3123
"PAXIP1",9643
"STEAP2",8715
"SSBP3",5227
"HTR5A",3009
"CLDN12",6741
"MMP14",4464
"FZD1",6963
"GATAD1",4791
"SUSD3",1263
"TMED6",1411
"CLEC18A",6140
"DHRS4",2305
"C1orf158",4118
"CLEC18C",4894
"ARMC12",1418
"DDX19B",4522
"ST3GAL2",9744
"FUK",7405
"IL34",2233
"DHRS1",5002
"CACNA1D",10657
"ARSE",2878
"KIT",5563
"HYDIN",23408
"AASDH",4654
"ZNF19",9225
"CACNA2D3",4670
"RNF111",7181
"CCNB2",2801
"FAM81A",5578
"MYO1E",9106
"APPL1",7033
"MUM1L1",4343
"AFAP1L1",4721
"TSC22D3",4766
"DSCR3",9301
"DYRK1A",10213
"KCNJ6",19645
"KCNJ15",9728
"ERG",7588
"ETS2",4595
"TSPAN18",5871
"LCA5L",5841
"SLC35B2",2363
"TMEM164",6583
"MX1",8616
"CREB3L1",4037
"C2CD2",8602
"TAB3",12711
"SLC38A10",7716
"C9orf43",2290
"PALM2-AKAP2",8203
"ZNF618",10384
"DGKI",15549
"C9orf91",4792
"SVOPL",6302
"SNX22",5767
"UBN2",16386
"BRAF",10380
"SLC34A2",4699
"ACAN",10908
"PSMG3",1960
"CABP1",5858
"WDR19",8873
"SLC37A3",10588
"AP3S2",9237
"FMNL2",6519
"GAREM2",5939
"SPPL3",6672
"DPYSL5",7079
"DRC1",3048
"RAB28",2221
"FAM213B",3371
"TNFRSF14",6219
"PANK4",5107
"CIB4",1049
"MEGF11",9828
"C12orf43",6140
"PEX10",3789
"RER1",5691
"RADIL",6516
"SKI",6080
"WIPI2",8977
"LDLRAP1",5397
"AGAP1",13910
"KRTCAP3",1403
"ANKRD61",1257
"PAFAH2",3835
"EXTL1",4537
"SLC30A2",3498
"BRE",3392
"TRIM63",2573
"WDR66",16115
"MRPL17",2276
"DUSP2",1932
"GRHL3",3940
"UBXN11",4704
"NLRP14",3628
"PTPDC1",6342
"GALNT14",4567
"NCK1",3727
"HPD",2223
"RHPN1",4204
"TPRG1L",2414
"LRRC43",2775
"AAED1",3084
"XDH",6037
"XKR8",2743
"CNNM4",5105
"EYA3",6483
"DZIP1L",5045
"TMSB15A",685
"FANCC",7912
"MRAS",6365
"WASF2",5676
"ABHD3",4366
"ESYT3",9816
"FAIM",4072
"FAM46B",2368
"CLSTN2",14636
"COLEC12",7340
"RNF207",6585
"CUL4B",7031
"GPR153",4082
"SLC13A3",6055
"GPRASP2",3975
"RHBDL2",2795
"AUTS2",10420
"SHROOM4",10333
"HIST1H2BD",871
"CDC25C",3047
"HIST1H4H",2163
"MITD1",4305
"EIF5B",7883
"RIBC1",2993
"TMSB15B",5525
"CATIP",3821
"CNOT11",2786
"KCNB1",12378
"TSPAN33",2750
"NRG2",4520
"AHCYL2",6858
"B4GALT5",4722
"CD1D",2253
"CD1A",2096
"SPATA2",4270
"CD1C",1435
"FAM86C1",2972
"CD1B",1395
"DNAH3",14960
"CD1E",2203
"HMHB1",384
"CPA2",1829
"NCF1",3462
"CPA5",2965
"TSR2",1534
"PPP1R9A",11151
"ZC3H18",8648
"ZFAND2B",3396
"POM121L2",3354
"GDPD5",9867
"DYNC1I1",4568
"PFKFB1",2058
"ALAS2",2134
"TMED4",3769
"PPP1R15B",5227
"COPG2",4139
"EMSY",11783
"PAGE5",743
"GPAT4",7939
"PKD1L1",9538
"ZSCAN12",5495
"TAGLN2",2487
"ELK4",12142
"SLAMF8",2996
"SLC45A3",3702
"DUSP23",825
"RNF166",4394
"NBL1",3465
"HTR6",1984
"ITLN2",1636
"F11R",5066
"USF1",2336
"PLA2G2F",6440
"SPATA2L",2482
"NIT1",3793
"DEDD",2821
"ZNF276",7427
"NPM2",2063
"EDA",6999
"FGF17",3287
"VWA5B1",6377
"CDA",963
"PINK1",4836
"B4GALT3",3890
"DMTN",4473
"ADAMTS4",10334
"FAM160B2",8278
"NDUFS2",3658
"SLC5A11",3415
"FCER1G",964
"APOA2",945
"TOMM40L",3289
"MPZ",2154
"WFDC8",1529
"CCAR2",6534
"WNT9B",3313
"CACHD1",6345
"CDC42SE2",6024
"RAPGEF6",11125
"EPB41",8287
"MIS18A",1723
"ALG8",3448
"FBXW5",3252
"C21orf59",3353
"SYNJ1",8070
"PAXBP1",7212
"IFNAR2",4614
"MRPL10",2764
"IFNGR2",2960
"GART",7751
"SON",13172
"DONSON",3513
"SV2A",4824
"LAD1",3482
"STC1",4149
"TNNI1",7524
"CSRP1",10318
"PRAC1",386
"HOXB13",3467
"C1QC",1335
"KCNE2",1051
"ATP5G1",2615
"RCAN1",6990
"UBE2Z",5753
"CIART",2696
"SNF8",5270
"CLIC6",3860
"CCDC24",3554
"RUNX1",15574
"IGF2BP1",9109
"GIP",716
"CBR1",2450
"CBR3",1169
"C2orf81",2995
"GJD2",2889
"ACTC1",4639
"MORC3",6408
"CHAF1B",5118
"CLDN14",2853
"SIM2",7652
"HLCS",7889
"GOLGA6A",3505
"SCUBE1",12135
"ARHGAP27",10426
"ADPGK",5931
"PTMS",1475
"PLA2G4D",5138
"PADI4",2971
"ADIPOR1",3193
"CYB5R1",4504
"PSMD4",3027
"ATP13A2",5253
"M1AP",3000
"PSMB4",2158
"IRX6",3399
"BTG2",2757
"CES5A",3204
"HK2",6064
"C1R",5672
"CELF3",4439
"ALDH4A1",3689
"STARD9",20706
"THEM4",4390
"TCHH",6995
"LCE2B",612
"UBR1",9928
"AMFR",5758
"MED8",2704
"TGM7",2325
"RGL4",4715
"SPRR2G",568
"PGLYRP3",1173
"ISL2",2221
"RSPRY1",6064
"CCDC17",3323
"GPBP1L1",7433
"NAE1",4810
"TMEM69",2439
"ADGRG5",5852
"DRC7",5151
"ACE",8365
"TEPP",3103
"UROC1",3329
"EFCAB14",6285
"SPON2",6013
"CHCHD6",2763
"CTBP1",8361
"LRRC36",4017
"TPPP3",2618
"ZDHHC1",3261
"ATP6V0D1",8212
"AGRP",764
"ZFYVE28",9624
"RLTPR",7699
"C16orf86",1789
"PIP",585
"FAM131B",6430
"RGS12",13536
"PSKH1",3977
"ZYX",3482
"ABR",11709
"LYPD5",5091
"CCDC117",4326
"ZNF230",6298
"CCDC107",1459
"ZNF222",2003
"NPR2",3865
"ZNF221",2717
"ZNF233",4051
"ZNF235",5989
"GNE",5477
"TNFRSF13C",3944
"OR3A3",966
"ARHGAP35",11245
"PTGIR",3546
"CALM3",3667
"DFFA",6622
"CCDC28B",2818
"IQCC",2478
"TMEM234",3571
"BSDC1",6271
"ZBTB8A",7075
"ATAD3B",7682
"SSU72",6925
"UBE2J2",4712
"ZNF362",3331
"FNDC5",3139
"CPAMD8",10199
"NR2F6",2676
"ANKLE1",3569
"CCDC58",1746
"VMA21",5109
"KALRN",24490
"CILP2",4360
"ABCG1",6121
"TFF3",1168
"TFF2",830
"TFF1",551
"TMPRSS3",5660
"UBASH3A",3915
"RSPH1",2988
"SLC37A1",6814
"PDE9A",5266
"WDR4",2738
"NDUFV3",6345
"PKNOX1",7621
"CBS",6786
"U2AF1",11112
"CRYAA",1821
"HSF2BP",1908
"RRP1B",5762
"PDXK",11912
"G6PD",3709
"CSTB",2490
"RRP1",4251
"AGPAT3",11296
"TRAPPC10",11941
"GAB3",5272
"C21orf33",3108
"ICOSLG",8110
"AIRE",4678
"C21orf2",6063
"ZNF66",3009
"LRRC3",5869
"ITGB2",6797
"FAM207A",1402
"RALGDS",7624
"FTCD",3311
"SPATC1L",2333
"LSS",7238
"VAV2",5682
"MCM3AP",9360
"C21orf58",5315
"PCNT",11660
"DIP2A",13557
"S100B",1448
"PRMT2",8031
"CLDND2",1156
"ZNF208",6867
"ADAMTS13",5708
"CACFD1",3520
"SLC2A6",3540
"ZNF761",4714
"FCN2",1057
"C9orf116",1864
"LCN1",781
"ZNF714",8033
"GPSM1",4950
"C19orf47",4875
"HIPK4",2452
"CFAP157",4703
"TOR2A",3794
"ST6GALNAC6",5307
"SHKBP1",3936
"RDH13",8594
"ZER1",4370
"ZDHHC12",2597
"PKN3",3375
"SPTBN4",11549
"BRSK1",3841
"COX6B2",3815
"TMEM190",593
"NLRP4",3903
"PLPP7",2430
"TAOK1",16980
"MED27",2107
"DEDD2",2631
"SIK3",10920
"MPZL3",3968
"JAML",8587
"NEK8",4420
"TLCD1",1311
"PCSK7",22303
"SAFB",7036
"CD3G",3836
"S100A1",3030
"CHTOP",5625
"CXCR5",4431
"ZBTB7B",4303
"FLAD1",4019
"SHC1",4342
"VPS11",5907
"NLRX1",5320
"ADAR",8356
"IL6R",6453
"UBE2Q1",4161
"CHRNB2",5867
"CRTC2",3612
"ANO10",5287
"FDPS",3718
"RUSC1",5427
"FAM189B",4468
"PAQR6",2439
"PMF1",2520
"SLC25A44",7293
"LMNA",6985
"CCR5",3672
"NBEAL2",9819
"CCDC12",4754
"PTH1R",2758
"UBQLN4",3878
"MYL3",1360
"PPP1R35",1187
"GPATCH4",4437
"LRRC71",2631
"FCRL3",6538
"AZGP1",2699
"FGFR4",4829
"CYP3A4",3141
"CYP3A7",3531
"NACC1",4474
"CYP11B1",4206
"HK3",3290
"LY6K",4049
"IER2",3072
"ZNF394",3505
"CPSF4",4250
"LY6E",2640
"VPS28",3769
"TONSL",7111
"PTGER1",1421
"MUM1",9906
"RECQL4",4236
"LRRC14",6136
"ZNF333",11611
"COL26A1",3156
"PPP1R16A",5414
"FOXH1",2503
"ORAI2",11103
"ALKBH4",2312
"CCDC105",1732
"SH2B2",2384
"C5orf45",8496
"SQSTM1",7654
"MGAT4B",5495
"RPL8",2159
"MAML1",10690
"PGLYRP2",3188
"LRWD1",5926
"FBXL13",4009
"NAPEPLD",7561
"SCGB3A1",846
"PSMC2",3538
"CELF5",6024
"MFSD12",5277
"USP41",1592
"YDJC",1754
"CCDC116",2949
"DVL3",6090
"AP2M1",4756
"ABCF3",5207
"PCYT1A",7978
"FBXO27",2833
"DMKN",7444
"U2AF1L4",2875
"BDH1",9114
"NPHS1",5459
"THAP8",1825
"COX7A1",1006
"ZNF382",11318
"LRRC56",2769
"PLXDC1",9277
"PGAP3",3669
"IKZF3",10008
"GRIN2C",8574
"FDXR",3599
"SAP30BP",8268
"ACOX1",8472
"PRPSAP1",6939
"CYGB",2949
"SRSF2",3017
"ZNF577",6234
"TMEM143",3701
"KLHL10",2370
"CCDC155",5624
"HCRT",577
"ALDH16A1",4643
"DCD",876
"ITGA5",7577
"SIGLEC11",3173
"ZNF385A",3179
"MPP3",4491
"CD300LG",4745
"IZUMO2",1511
"NAGS",2822
"LSM12",2811
"ASB16",2230
"EMC10",10748
"JOSD2",1514
"SHANK1",7567
"FAM171A2",3592
"DBF4B",7146
"PLCD3",6740
"FMNL3",13424
"AQP5",1885
"RACGAP1",4487
"OR7G1",936
"LARP4",8112
"GRASP",2829
"RAVER1",4981
"KRT84",2092
"KRT82",2664
"SYCE2",1458
"SPC24",2839
"IP6K3",2785
"LEMD2",6788
"ALOX15",3404
"TREML1",1483
"ZNF653",3301
"MED11",1477
"CXCL16",2794
"SCIMP",4208
"RNASEK-C17orf49",1947
"BCL6B",4373
"ASGR2",2490
"TNFSF13",2276
"SENP3",3668
"FGF11",5565
"EIF4A1",5316
"RPL26",2472
"CCDC42",1757
"POLR3K",1889
"SNRNP25",3060
"PRR35",2216
"WDR90",10534
"JMJD8",2627
"CCDC78",4147
"MSLNL",2356
"SSTR5",1362
"SPSB3",3192
"MEIOB",2307
"HS3ST6",1273
"C16orf59",2854
"CCNF",6309
"TBC1D24",9241
"AMDHD2",4366
"NTN3",1986
"CCDC64B",4690
"PAQR4",2972
"FLYWCH2",1365
"ZG16B",2665
"ZNF75A",8063
"ADCY9",10358
"SHANK2",18604
"CLPB",4264
"NEU3",7556
"CYB561A3",10597
"PPP1R32",2400
"ASRGL1",4586
"GNG3",882
"UBXN1",2532
"LBHD1",3362
"TTC9C",2657
"TAF6L",3149
"NXF1",6194
"STX5",2257
"SLC25A45",7855
"RPL29",1912
"ITIH3",5921
"SYVN1",5496
"ZFPL1",2784
"RPS6KA4",3807
"LRP5",6164
"TPCN2",6130
"FGF19",2447
"CYP4A22",3859
"PDZK1IP1",1438
"TAL1",5700
"CMPK1",3844
"BEND5",2138
"ELAVL4",6963
"COA7",4165
"ZYG11B",8198
"SLC1A7",5407
"C1orf123",4487
"MAGOH",1463
"ACOT11",9768
"FAM151A",2005
"PARS2",2347
"LEXM",1777
"BSND",3472
"USP24",11772
"PLPP3",5286
"NOL9",7293
"PRKAA2",9354
"KLHL21",6901
"ZSWIM5",6046
"GMEB1",6459
"SLC45A1",2888
"SEPN1",4424
"AK4",7578
"JAK1",6317
"RAVER2",6070
"CTRC",3486
"LZIC",2794
"RBP7",861
"KNCN",2810
"FBLIM1",4716
"TMEM82",1520
"SLC25A34",3195
"AKR7A3",1710
"DRAXIN",7346
"PDPN",3707
"LRRC38",2209
"DHRS3",3036
"MATN1",4606
"LAPTM5",3274
"SDC3",7067
"PEF1",2227
"SYNC",3487
"RBBP4",9470
"KIAA1522",5965
"TSSK3",2191
"TMCO4",4054
"UBXN10",5571
"CAMK2N1",2615
"ALPL",3007
"WNT4",4527
"TTLL10",3943
"SCNN1D",4025
"MXRA8",3622
"FAAP20",10916
"MEGF6",7039
"CCDC27",2318
"IL23R",3012
"DIRAS3",1973
"C1orf87",4422
"NFIA",10872
"OMA1",3718
"MYSM1",8938
"TM2D1",5516
"USP1",4263
"FUBP1",5666
"NEXN",4436
"DNAJB4",3783
"ADGRL4",3527
"LRRIQ3",8759
"LRRC53",3859
"TYW3",4616
"LHX8",3977
"SNX7",2067
"B3GALT2",3274
"NTNG1",9138
"FAM102B",9355
"HENMT1",2426
"AKNAD1",4915
"C1orf52",3420
"WDR63",3923
"GBP2",6276
"ATXN7L2",5232
"GBP4",6127
"ZNF326",10984
"HFM1",5827
"BRINP3",4287
"GFI1",3301
"KCNT2",7100
"AGL",8434
"VCAM1",6049
"EXTL2",4834
"SLC30A7",8376
"ZNF281",4895
"ARPC5",10624
"CADM3",3847
"NLRP3",4757
"ZNF496",10531
"TRIM58",3225
"SLAMF9",1156
"OR2M5",939
"KCNJ9",4170
"IGSF8",2592
"DDR2",10730
"PEA15",2806
"PEX19",4461
"NCSTN",4175
"VANGL2",5340
"SLAMF6",2746
"OLFML2B",3415
"FCRLB",2592
"FCGR3B",3073
"SLC9C2",4916
"KLHDC9",1720
"C1orf74",4684
"LMX1A",4185
"LRRC52",1369
"FLVCR1",6442
"FAM71A",2305
"ATF3",4040
"RBM15",4670
"DENND2D",5515
"AXDND1",6089
"TDRD5",4256
"IER5",4188
"SNED1",13592
"BPNT1",3113
"SPATA17",6515
"C1orf115",3413
"BROX",4980
"NBPF20",18995
"ACP6",11960
"WDR64",4939
"KIF26B",14403
"TFB2M",1848
"CNST",5922
"PPP1R21",3995
"KLHDC8A",3651
"PM20D1",2614
"PKDCC",3925
"OXER1",1781
"HAAO",2726
"B3GALNT2",5702
"C1orf147",2096
"MAPKAPK2",4195
"IL20",1567
"IL24",1979
"FCMR",2348
"PIGR",4376
"FCAMR",3541
"CAPN2",8792
"MRPL55",1886
"C1orf145",3647
"WDR26",10481
"REL",11255
"PUS10",7651
"PEX13",5910
"KIAA1841",7992
"TRIM17",3548
"RFTN2",6007
"DISC1",12906
"AC007364.1",2153
"CAPN13",5191
"LRRTM1",5044
"MEMO1",5220
"DPY30",2745
"TYW5",10496
"C2orf47",1624
"KCNF1",2289
"PQLC3",2275
"ARL5A",6716
"FAM84A",8384
"KCNJ3",5067
"NEUROD1",3312
"CLHC1",4398
"FRZB",3162
"DUSP19",5376
"CFAP36",3505
"NUP35",4046
"CCDC138",5796
"C2orf48",1897
"ZSWIM2",2400
"FBXO41",8011
"ACTG2",3811
"C2orf44",3847
"SMC6",9824
"VSNL1",3833
"CCDC74A",3077
"H3F3A",3146
"ANKRD30BL",4947
"ADCK3",7797
"SLC16A14",4946
"TEKT4",2218
"EN1",2886
"SGCB",4541
"SPATA18",4941
"NOSTRIN",5248
"CFAP221",9655
"CCDC140",1932
"SGPP2",3336
"INHBB",3204
"XIRP2",13031
"BBS5",4556
"BIRC8",2026
"SMARCAD1",6313
"HPGDS",2111
"PDLIM5",11090
"PDHA2",1456
"STPG2",5836
"NEURL3",2497
"RPRD2",8738
"ANKRD23",4116
"CTSS",4228
"MSX1",2120
"PACRGL",4032
"BNIPL",2892
"C1QTNF7",5583
"TNFAIP8L2",1178
"LYSMD1",2508
"SCNM1",3265
"TMOD4",1843
"VPS72",4545
"ERCC3",7401
"RNF149",4836
"IWS1",3990
"BOLA3",3156
"CDC42EP3",10406
"S100A11",680
"LCE3D",613
"SMCP",775
"IVL",2153
"SPRR3",1441
"DHX57",7985
"SPRR2D",1057
"BMP10",1584
"PGLYRP4",2272
"ARHGAP25",5452
"S100A9",577
"S100A12",518
"TGFA",4963
"TDRD10",2706
"CCNYL1",4707
"FZD5",6708
"CRYGC",629
"DCAF16",4816
"C1orf189",387
"NPPC",1071
"GNPDA2",7150
"ALPP",3059
"GABRG1",6785
"ALPPL2",2493
"GABRB1",3140
"PAQR3",12403
"NIPAL1",5983
"ALPI",2632
"ANTXR2",9864
"HELQ",3713
"MRPS18C",4866
"CGGBP1",6490
"FAM175A",7777
"GPR155",7769
"DAPL1",1505
"PMVK",1280
"PBXIP1",3851
"CLDN1",3663
"PYGO2",3630
"HIPK1",9280
"LENEP",730
"DCST2",3071
"DCST1",3193
"COL6A3",19633
"C1orf106",5413
"LINC01116",1783
"YY1AP1",5001
"KBTBD8",4736
"FAM19A4",3297
"EOGT",5645
"LMOD3",4276
"APOA1BP",1933
"POGLUT1",7097
"SLC22A15",5292
"CCKAR",1720
"IGFN1",12116
"ATP1A1",7261
"SLC15A2",6210
"EIF4E3",10779
"PROK2",1612
"C3orf30",1964
"LRRC58",7903
"FSTL1",8727
"LMOD1",3971
"ELF3",7191
"PDCL2",861
"TMEM183A",4026
"TMEM169",3628
"IGFBP7",1930
"TRIM46",4533
"KRTCAP2",3826
"CXCR1",2488
"ARPC2",6562
"TSACC",1115
"CCT3",4018
"TMEM79",3067
"SSR2",6651
"RNF25",2323
"STK36",6458
"ADORA1",4191
"NEK10",9582
"CCDC141",15446
"FEV",2049
"CRYBA2",1454
"IHH",2023
"KIAA1524",4579
"EOMES",3656
"CWC22",3324
"AZI2",6349
"TGFBR2",4704
"RETNLB",1106
"ANKZF1",6119
"HDAC11",5281
"FCRL4",3875
"TRAT1",2528
"FBLN2",4812
"GLB1L",3411
"STT3B",5012
"CHCHD4",1772
"DPPA2",1383
"NFASC",21271
"FCRL1",3935
"SGOL2",6022
"SERPINI1",2418
"CLASP2",15211
"SUCLG1",4286
"NUAK2",3441
"SPTA1",10025
"PRKCI",5841
"MNDA",2059
"PYHIN1",3479
"IFI16",5294
"AIM2",2009
"EFHB",4163
"EIF5A2",5593
"SLC2A2",3417
"RPL22L1",2326
"FABP1",2470
"PPM1L",12447
"ICA1L",10598
"CTLA4",2120
"ICOS",2645
"RYBP",7512
"PPP4R2",5964
"CD200R1",3905
"GTPBP8",3828
"C3orf17",6494
"SPICE1",7941
"CCDC191",5303
"CADPS",14638
"NKX6-1",3086
"CDS1",4461
"WDFY3",16856
"COX18",6976
"PTPN13",9496
"SYNPR",4224
"ALB",3377
"C3orf49",1581
"C4orf36",5270
"THOC7",1784
"ATXN7",9172
"PSMD6",9123
"PRICKLE2",8726
"ADAMTS9",10680
"PPM1K",11371
"ERICH6",2075
"CLRN1",3472
"GMPS",8885
"TIPARP",5048
"CCNL1",8729
"PTX3",1940
"HESX1",1248
"DCLK3",5406
"SLMAP",14147
"RPL9",3259
"SMIM14",6721
"RPP14",8374
"ABHD6",3589
"DNASE1L3",3148
"C3orf67",9455
"RBM47",8544
"APBB2",12956
"IL17RE",4676
"IL17RC",4540
"CRELD1",3778
"PRRT3",3939
"FANCD2OS",1895
"PCOLCE2",3480
"U2SURP",11118
"MTMR14",6020
"TTC14",7783
"CXCL3",2219
"CXCL5",2538
"PPBP",715
"PF4",604
"MTHFD2L",9819
"CXCL1",1296
"RCHY1",6565
"PLSCR2",2557
"CCDC158",5860
"CPA3",1848
"GYG1",3511
"HPS3",6256
"TM4SF18",4482
"TOPBP1",6515
"RYK",8047
"SNRK",6981
"TCF23",5123
"DNAJC5G",2350
"UCN",795
"ZNF513",2365
"SLC4A1AP",5207
"PLB1",8238
"SPDYA",3483
"KIAA1143",5259
"KIF15",5285
"TGM4",5443
"WDR43",4130
"ZDHHC3",7609
"CDCP1",6507
"CLEC3B",1105
"SLC6A20",6651
"LZTFL1",7201
"FYCO1",8895
"CCR1",2731
"RTP3",1321
"LRRC2",5622
"ELP6",3313
"FBXO40",5929
"DTX3L",5868
"ZNF148",10574
"NMNAT3",3451
"SMIM12",8091
"ZMYM6",9591
"TPRA1",3596
"YEATS2",10212
"GRIK3",10111
"ZC3H12A",3117
"MEAF6",3487
"SNIP1",4888
"DNALI1",4456
"POLR2H",3146
"KLF15",2848
"CFAP100",3352
"CAMK2N2",1362
"LIPH",4122
"TMEM41A",8668
"RPN1",3992
"SENP2",7169
"HEYL",3661
"IFT122",9636
"RHO",2592
"IGF2BP2-AS1",3415
"RFC4",2997
"RPL39L",1060
"BAP1",5055
"TKT",9507
"PRKCD",3396
"RFT1",5488
"SFMBT1",5676
"GNL3",3318
"PBRM1",9654
"UVSSA",7830
"FAM208A",9824
"ARHGEF3",6594
"SLBP",2026
"LRPAP1",8724
"ZDHHC19",2432
"SLC51A",5293
"UBXN7",11291
"RNF168",5347
"PIGX",4446
"MFI2",8393
"OTOP1",1864
"S100P",1280
"ABLIM2",6049
"EXO5",3092
"CLDN19",3602
"C1orf50",2105
"ERMAP",4631
"ZNF691",2036
"AIMP1",3328
"SGMS2",7635
"METAP1",4117
"DNAJB14",13078
"H2AFZ",2303
"EMCN",5243
"SLC9B1",2977
"SLC9B2",5374
"BDH2",3383
"PGRMC2",4626
"CDC25A",4117
"CAMP",745
"ZNF589",5521
"FBXW12",3488
"PLXNB1",9733
"CCDC51",2410
"ATRIP",3334
"SHISA5",4664
"SPRY1",3963
"BSN",16225
"APEH",4669
"INTU",16066
"RNF123",7458
"HSPA4L",11621
"MFSD8",5023
"ABHD18",6491
"CAMKV",3900
"MON1A",4532
"MST1R",5252
"RAD54L2",11924
"TEX264",5688
"GRM2",7096
"DUSP7",5648
"POC1A",2247
"PPM1M",3571
"ETNPPL",2950
"WDR82",5726
"PITX2",5629
"C4orf3",3148
"PRSS12",5725
"NDST3",7009
"HMGB2",2775
"SAP30",1320
"SCRG1",5396
"HAND2",3601
"MAD2L1",5748
"ANXA5",3034
"TMEM155",3024
"ADAD1",2699
"MAP9",8857
"GUCY1A3",5766
"FBXO8",2810
"CEP44",7132
"HPGD",5529
"ASB5",4064
"C4orf45",1438
"TMEM144",9243
"FAM198B",7880
"NPY1R",4180
"NPY5R",3291
"NAA15",9712
"IL15",7860
"FAM160A1",4932
"ARFIP1",4290
"ICE1",8678
"HHIP",12074
"ANAPC10",3418
"ABCE1",6265
"OTUD4",9085
"LSM6",2605
"TMEM184C",4712
"PRMT9",4019
"ITGA2",7910
"MOCS2",6010
"SLC45A2",3267
"EDIL3",5738
"TMEM161B",9598
"ELOVL7",4576
"NDUFAF2",1017
"ZNF474",2364
"LMBRD2",8421
"RANBP3L",3363
"NIPBL",12529
"RNF180",5434
"ADGRV1",23499
"SLC25A46",8283
"STARD4",5684
"PGGT1B",10064
"F2RL2",3429
"CCDC112",3289
"ANKRD33B",9783
"CMBL",3324
"C5orf63",7190
"PRRC1",9064
"F2RL1",2958
"AGGF1",5051
"WDR41",7230
"PRDM9",4184
"NDUFS4",1176
"SCGB3A2",1075
"SPINK1",1480
"HTR4",7045
"ESM1",2695
"GRPEL2",4419
"CDC20B",4496
"ARSK",4314
"RHOBTB3",8833
"GPX8",3868
"TIGD6",4640
"SPZ1",1945
"SERINC5",9583
"ENPP6",4703
"CAGE1",3512
"CASP3",2899
"PRIMPOL",2843
"ERAP1",7945
"ERAP2",7422
"CMYA5",14179
"EGFLAM",5724
"CFAP97",6886
"TMEM174",1759
"CARTPT",1216
"RICTOR",13550
"PAPD4",5508
"EBF1",6178
"ANKRA2",2659
"UBLCP1",2676
"FAM170A",1378
"UTP15",6321
"TLR3",6724
"KLKB1",2953
"NSA2",4962
"GFM2",4197
"TERT",4616
"SLC6A18",2121
"CCDC127",9701
"FOXQ1",1715
"LINC01600",2434
"ADGRF2",6395
"ACSL6",13013
"IL3",1050
"CSF2",787
"SEPT8",7711
"SHROOM1",4420
"GDF9",3279
"UQCRQ",1472
"LEAP2",2405
"GJB7",2763
