"Gene.name","Length"
"Gm9828",7993
"Cenph",16225
"Ankrd45",27807
"Caskin2",14456
"Btf3",7110
"Gm6093",6831
"Gm47916",3065
"Gm18599",1124
"Gm16335",308
"Gm5194",741
"Fgf12",592970
"Gm16005",271
"Gm11388",158
"Gm47967",1089
"Gm11656",3216
"Gm29600",376
"Gm9703",345
"Cs",24745
"Gm47328",10842
"Gm15500",1018
"Apoh",71042
"Gm47968",3852
"Cxcl16",6001
"Gm47827",16557
"Gm47970",912
"Gm18883",357
"Gm31849",374
"Serpinb6d",10176
"Zmynd15",6769
"Gm9830",356
"Gm11217",22550
"Gm16325",9783
"Gm48273",985
"4930503B20Rik",6124
"Gm46223",674
"Gm48274",254
"Gm48275",286
"Calcb",4722
"Gm11657",609
"Gm6991",1177
"Gm11655",12276
"Gsdma3",11866
"Gm46199",1692
"Ly6e-ps1",366
"Samd13",40397
"Tmem94",33933
"Gm14168",5665
"Gm4756",73659
"Sh2b1",8430
"Gm14169",4216
"Gm16252",21165
"Gm5317",846
"Nploc4",57338
"Ager",3074
"Gm32743",24190
"A330044P14Rik",47747
"Tmem108",278890
"Pcnx4",43736
"Chst14",2089
"AC167363.1",6831
"Gm44823",7200
"Gm20616",2597
"Trp53cor1",21749
"Gm43899",245
"4931403E22Rik",55106
"Gsdma2",11205
"Mb21d2",103497
"Gm14089",3616
"Zdhhc17",68360
"Uqcrh-ps2",268
"Setmar",12077
"Acat1",29860
"Bfsp2",55496
"Ccdc32",11614
"Gm48332",369
"Gan",57862
"Gm18120",510
"Ascc3",258816
"4932413F04Rik",8801
"Gm37649",2231
"5830418P13Rik",37682
"Psmd11",44633
"Cd53",30228
"Bcl9l",29071
"Gamt",2861
"Ipcef1",166682
"Gm38032",1588
"CT025573.1",454
"Uri1",63559
"6530411M01Rik",20117
"Nap1l5",1843
"AC105297.2",34538
"Gm48333",265
"AC105297.3",1998
"Gm12732",179
"Herc3",88933
"AC127341.5",1110
"AC127341.3",10811
"Gsdma",13357
"Coq10a",5897
"AI413582",2183
"Papss1",78903
"Gm47205",2289
"Cxcr5",50090
"AC110562.2",16931
"AC110562.1",168
"Pex3",29300
"Gm47204",1831
"C030014I23Rik",13836
"Psmd3",13425
"Gm11218",1213
"AC154807.1",432
"Tsen54",8370
"Cd82",44029
"Gm15536",113
"Gm48851",1293
"Rpl6l",870
"Nox3",61021
"Gm8873",1438
"Gm11667",485
"Hmga1",7177
"Gm12356",494
"Gm42881",3343
"Gm12733",766
"Kyat1",20723
"Gm42936",28951
"D6Ertd474e",51384
"D5Ertd579e",95539
"Vmn2r26",41238
"Gm10576",824
"2310046K23Rik",2006
"Rsph9",22181
"Pomp",15995
"Gm17849",852
"Adat2",10482
"Mrps18a",17924
"Osbpl8",132497
"Ankrd52",31589
"B9d1",7787
"Rbm38",14236
"Gm8492",986
"Cryba1",6668
"Gm35648",474
"Gm15986",399
"Gm44181",482
"Gm7812",873
"Rps13-ps6",427
"Bfsp1",36645
"Csf3",2366
"Nufip2",55766
"Insc",106689
"Olfml3",15779
"C2cd2l",11048
"Gm20490",453
"Gm21736",692
"AC097366.1",38337
"Gm14453",8895
"AC098641.1",2667
"4930579D09Rik",1543
"Ivl",2833
"AC173485.1",2493
"1700060C16Rik",57935
"Tmem52b",6672
"Gm21379",1954
"Gm17201",3721
"Gm36928",693
"AC168269.1",313
"Nabp2",10097
"Smcp",5130
"Llgl2",31731
"Gm20807",2435
"Scrib",22626
"Gm15122",562
"Srgn",33618
"2210017I01Rik",2774
"Gm15895",1839
"Dazap1",26922
"Il34",64095
"Lce6a",1579
"Dlgap4",150658
"Gm38084",2359
"Gm37231",2360
"Rpl36-ps12",389
"Sumf1",78554
"Lce1a1",1772
"Tex14",150758
"Cdkn1a",9751
"Gm21425",2440
"Gm15894",3978
"AC140300.3",41289
"AC140300.2",489
"4930402D18Rik",42346
"AU019990",54873
"AC167363.2",1045
"Gm48951",289
"Gm10804",17052
"Gm11219",357
"Gm47850",768
"A1bg",26153
"AC105297.1",1893
"Gm44120",3022
"Gm42931",4580
"Gm43442",413
"Slc46a3",16378
"Olfr266",5802
"Gm43443",2392
"Polr2c",16085
"Slc39a5",5298
"Olfr1397-ps1",961
"Qars",8235
"Cep112os1",4567
"Gm45457",3088
"Slc2a9",153870
"AC140300.1",1662
"Gm16351",57763
"Gm11489",1379
"Rpl23a-ps4",454
"Sorbs2os",95972
"9330158H04Rik",180571
"Gm14099",604
"Cep112",435423
"Gm30655",7511
"Plpp1",67102
"Gm30709",5879
"Tspan10",4306
"Chrm2",140330
"Ctcfl",25916
"Cmip",202366
"Gm14098",970
"Gm37203",384
"Gm5103",8300
"Gm15609",3581
"Pde6g",5895
"Ctcflos",22386
"Gm6185",60371
"Dok4",12502
"Skiv2l2",59980
"Shank3",60638
"Gm43441",204
"Rnf5",2599
"Oxld1",1462
"Mgarp",8326
"Gm20463",425
"Gm47009",1696
"Lce1b",1276
"Irak3",60482
"Gadd45g",1790
"Gm26943",956
"Gm37252",3234
"Arl16",2741
"Rpl13-ps4",627
"Eif4a2",6692
"Gm44243",691
"1700101I11Rik",1867
"Magi1",608462
"Gabarapl1",9186
"Gm37147",3233
"Gm38159",2362
"Gm2189",428
"Gm21440",2443
"Gm21454",126362
"BC034090",31973
"Ptn",95291
"Gm9480",615
"Lce1c",1671
"Sox5os4",38972
"Tmbim4",23327
"Rab44",34835
"Sox5os3",20966
"Lce1d",1711
"Ccdc137",6243
"AC127341.1",351
"Lce1a2",1702
"Gm46190",426
"Pithd1",11804
"Gm26651",3369
"Gm37872",2153
"Gm48190",9061
"Mad2l1bp",6166
"Gm37622",1855
"Eral1",7007
"Gm4202",732
"Sfn",1612
"Rpl35a-ps3",332
"Sox5",953552
"Gm44251",441
"Rpl6",4760
"Gtpbp2",8338
"Gm17748",521
"Rnf41",29784
"Kif1bp",39831
"AC118543.1",44551
"Gm43038",87
"Prdx6",11107
"Msl3l2",9963
"Bnip3",18683
"Gm29794",1368
"Tbc1d32",214396
"Raver2",83387
"Gm45507",3711
"Gm18258",851
"Gm43129",8115
"Pabpc6",3222
"Gm12014",4228
"Gm45620",575
"Cnrip1",27785
"AC134446.1",21019
"4930405A21Rik",6369
"Gm35507",52054
"Jak1",112915
"Gm14174",1001
"Gm14172",643
"AC120779.1",25116
"Plek",81175
"Foxd1",5063
"4933428P19Rik",1375
"Gm12571",242
"Vmn2r-ps33",903
"Fam222b",62040
"Gm2445",988
"Kcnk6",10589
"Vmn2r-ps34",903
"A930002I21Rik",7521
"Cep112it",6609
"2310005E17Rik",10956
"Kcna3",1901
"Rpl23a-ps14",423
"Sap30bpos",5655
"Gm29501",861
"Smim5",6303
"Bbs10",3048
"AI504432",14843
"Gm27008",159512
"Vmn2r27",42100
"Ccnb1",7920
"Gdi1",6864
"Gm40761",10061
"Prkacb",83416
"Med24",24844
"AC105304.4",1723
"AC105304.1",17730
"Gm10320",2653
"Myo15b",34197
"Gm11673",330
"Gm37425",574
"Dgki",454162
"Gm48049",270
"AC105304.3",3174
"Gm4815",993
"Gm11686",332
"Gm48050",9251
"AC105304.2",460
"Gm11670",2705
"Gm6423",933
"Axin2",30434
"Tmem174",2432
"Dstn",28004
"Gm43971",3107
"Zdhhc18",44855
"Gm29865",270938
"Gm47387",364
"Olfr375-ps1",248
"Gm9358",926
"Gm15721",7284
"Gm11191",1000
"Gm6308",312
"Rfc4",13794
"Tmem171",8599
"Gm12785",171
"Shld1",64124
"Qk",117253
"Ptpn20",51547
"Gm13213",473
"Dkk2",95012
"Gm14097",4091
"D630003M21Rik",46689
"Gm47390",4450
"Gm16053",187
"1700024I08Rik",58542
"Ndufc2",7799
"Gm47195",336
"Uqcc2",11253
"Gm12006",402
"Gm9063",581
"Vegfd",29272
"Gm35077",63942
"Gm11273",389
"Gm6988",374
"Gm28952",680
"Gm30504",86060
"Vmn1r-ps22",899
"Gm12165",341
"Gm13994",2428
"Gm20673",429
"Vmn1r-ps23",294
"Gm6329",4725
"AK157302",1923
"4930441H08Rik",29498
"Gm28640",549
"Gm20672",260
"Ppp1r12a",122282
"Lag3",7344
"Sprr2h",1639
"Gm12005",378
"Bhmt2",18582
"4930554G24Rik",106938
"Gm10233",627
"Tnfsf8",30039
"Gm28956",80862
"Vmn1r31",4389
"4930435M08Rik",1890
"Clec1b",12038
"Sprr2g",1314
"Gm15872",5105
"Dct",39454
"Hsd17b7",19706
"Adam2",50404
"Gm11397",9524
"Vmn1r-ps21",924
"Etv3l",524
"Sox30",37684
"Gm17988",534
"Ighv12-2",451
"Serpinb9f",11293
"Irf6",18912
"Speg",57023
"Slc13a4",40174
"Smpd1",4029
"Clec9a",15901
"Alg8",20579
"Phf12",47785
"Tiam2",204771
"Rragc",19551
"Arrb2",8193
"A130010J15Rik",9786
"Gm12902",321
"Gm49221",356
"Cldn20",659
"Gm7043",532
"Cyp2r1",13290
"Clec4n",17178
"Fbxo48",3397
"Dhrs13",5586
"Gm44688",536
"Iffo2",89834
"Mpl",15098
"Dhrs13os",2653
"A630050E04Rik",1418
"Gm44016",163
"Kctd21",17886
"Kdm5a",80450
"Tas1r2",16742
"Gm7675",685
"C130030K03Rik",723
"Vmn1r30",9226
"Gm13668",1000
"Ighv9-2",429
"Trpc1",45293
"Smurf2",100649
"Gm44689",6672
"Isca2",1837
"Spout1",5006
"Gm10699",2129
"Aldh4a1",26824
"Hkdc1",39354
"Ighv12-1",328
"Gm21969",59505
"Ighv9-1",430
"Gm12216",75838
"Endog",2576
"Gm37105",2084
"Gm18014",816
"Gm19427",207
"Utp15",16196
"Gm47999",744
"Vmn1r-ps20",914
"Mtnr1a",19369
"Gm29685",31189
"Gm20674",368
"Gm47380",417
"Gm12004",717
"Gm3473",1095
"Cenpn",19777
"Poglut1",25121
"Gm47379",203
"Gm47378",1667
"A730049H05Rik",30696
"Serpinb9e",11238
"Gm44220",2486
"Gm47377",1560
"Clec12b",10359
"Gm47364",283
"Gm47356",3846
"Rad17",33887
"Uggt2",114391
"Gm47354",1375
"Gm47355",3831
"Cdv3",12746
"Gm47353",312
"Ccdc77",40051
"9530026P05Rik",332650
"Gm16835",16109
"Npc2",18590
"Gm47332",265
"Gm5313",986
"Rfx7",90697
"Zc2hc1b",28483
"Taf9",4481
"Gm43923",2910
"Gm44224",1462
"Gm47331",3586
"Gm47571",411
"Gm27241",3263
"Etv3",14749
"Gm9068",454
"Gm27232",827
"Gm14858",112976
"Gm19137",5871
"Traf3ip3",26250
"Gm5883",494
"Rpl18a",2690
"Gm43352",3064
"Gmnc",78099
"1810058I24Rik",10842
"Vmn1r29",10136
"Ak6",15380
"Cep95",30678
"9430038I01Rik",35188
"Gm11706",1338
"Gm49037",383
"Gm37598",1300
"Gm46448",807
"Csad",27725
"Gm38053",159
"Ighv6-2",294
"Zkscan4",6600
"Gm7041",523
"5430435K18Rik",6959
"Cbr4",18960
"Gm40828",7434
"Gm9046",2408
"Pde3b",123970
"Aurka",14345
"Clec4b1",21593
"Map3k14",47710
"Gm37737",1637
"Timmdc1",24316
"Gnb3",6035
"Gm9048",2408
"Fzd7",4531
"Gm43206",113
"Gm9049",2408
"4921508D12Rik",27758
"Gm15953",1731
"Gm3143",17022
"AC110534.3",1147
"Rassf5",68848
"AC153498.1",2721
"Gm14279",331
"Gm42402",1053
"Gm45733",436
"Ifng",4846
"Gm14095",17936
"Gm14287",116
"Vmn1r-ps18",1240
"1700026D11Rik",33423
"Gm7336",1231
"Gm14286",1203
"Gm29296",21930
"4930422C21Rik",5918
"Gm45001",2514
"Vmn1r27",5730
"Gm43522",2846
"Gm43735",6125
"Zfp981",37368
"Lelp1",7747
"Gm5395",914
"Slc29a1",14406
"Gm42997",41183
"Gm43524",297
"Gm15414",32417
"Gm45235",4464
"4930511M18Rik",40158
"Kl",41210
"AC110534.2",593
"Prr9",1743
"Nars2",113253
"Ifngas1",54490
"Serpinb9d",10170
"Btnl1",8644
"Trh",2589
"1700095A21Rik",27834
"Sez6",48248
"1700018P08Rik",2489
"Gm33337",1245
"Gm5357",1923
"Gm47425",1282
"Tmcc3",279007
"Diexf",39168
"Gapvd1",80638
"Calb2",30708
"Gm4065",1571
"Dynlrb2",10941
"Gm47434",2518
"Gas2",132960
"Gab2",227360
"Gm12922",808
"Cstf1",11767
"Tmem268",27576
"Knstrn",39954
"4932442E05Rik",2716
"Dyrk2",14606
"Gm14376",460
"Gm15320",6801
"Gm15412",2481
"Gm15321",287
"Fbxo25",32719
"Gm15413",10116
"AC110534.5",11620
"Gm15416",5052
"Arsj",76691
"Gm10744",2705
"Gm44803",155
"Gm26976",907
"Irak1",10004
"Tenm4",739847
"Gm44024",475
"Gm17225",6386
"Gm28509",3342
"Kctd2",11146
"Gm38509",10271
"Gm16155",1841
"Ccl17",1583
"Tmcc3os",44256
"Gm21388",52614
"Bcas2",7511
"Ninj2",106989
"1700017M07Rik",19669
"Gm48657",28117
"Gm28508",695
"Rpl31-ps16",375
"Gm15426",555
"Fancf",1690
"Gm48658",256
"Gm20834",1971
"Gm11483",246
"Ighv5-19",296
"Gm27178",339
"Gm37963",1123
"Gm15151",176
"Rps2-ps11",867
"Gm4919",715
"Gm28510",31954
"Gpx1",1440
"Gm49167",2914
"Gcnt7",8283
"Cep83os",17551
"Ndufs5",5492
"Pde10a",461276
"Gm35439",7686
"Gm37039",2484
"Gtf3c6",10405
"Gm38403",6762
"Icos",22393
"Ptpn11",60864
"Gm14455",14756
"Cnpy4",6433
"Usp4",44692
"Rtf2",29352
"Trim80",7725
"Ighv7-1",538
"Nhlrc4",2728
"Gm13622",432
"Gm29525",698
"Wfikkn1",2675
"Ppig",31467
"Dnttip1",22624
"Gm10012",371
"Sprr2a1",6112
"Orai1",15382
"Clu",13064
"Slc16a5",11924
"Rpl10-ps1",644
"Cass4",39963
"Gm43327",4054
"Sprr2a2",40804
"Blcap",14912
"Gm47155",2174
"Pigq",18089
"Gm20568",207
"Arhgap27os2",5391
"Gm37087",3308
"A930024E05Rik",8991
"Arhgap27os3",5371
"Gm5850",1205
"Gm18960",712
"Gm11520",14067
"Plekhm1",48412
"Rnf34",21243
"Jkamp",15872
"Prickle2",335247
"Slc5a5",9868
"Nnat",2444
"B4galnt3",91486
"Gm11695",1409
"Fam117a",44854
"1700039M15Rik",2777
"Gm47461",3324
"Gm33677",22209
"Gm18904",506
"Gm14091",4248
"Arhgap27",32195
"1700064J06Rik",10202
"Gm2479",7781
"Gm11457",15424
"Vmn1r-ps19",925
"Gm47480",11342
"Gm44574",25191
"Gm34045",31221
"Ccdc175",83729
"Vmn1r28",13602
"Gm36229",14390
"Coq9",16574
"Tmem229b-ps",505
"4922502D21Rik",9632
"Gm11385",883
"Gm18243",886
"Gm44282",189
"Gm11521",1397
"Gm29477",8982
"Gale",4451
"Ezh2",65202
"P3h3",16663
"BC051142",61914
"Rhbdl3",55043
"Gm49406",409
"Armc7",14800
"Tbc1d13",18267
"Ighv7-2",458
"Gm5218",464
"Gm12338",191
"Ighv14-1",429
"Nt5c",1442
"Gm7418",800
"Pitpna",40707
"Gm17797",996
"1110025M09Rik",854
"Gm48573",304
"Ciapin1",18554
"Syndig1l",21554
"Clec12a",22612
"Akirin1",15786
"Gm29674",5863
"Gm7656",1003
"Ighv4-1",514
"Scaf8",83887
"Gm44811",227
"Gm8319",640
"Gm42930",3259
"Ccdc36",24873
"Arhgap27os1",1438
"C230038L03Rik",45060
"Gm11213",8360
"Gm43078",167
"Ighv3-1",430
"Lin7a",149788
"Gm7733",918
"Rps11-ps5",471
"Gm35842",6055
"Gm44633",4437
"Cand1",40800
"1700102P08Rik",18129
"Gm44813",3092
"Gm38045",914
"Gm44882",801
"Nr0b2",3160
"Ocln",56211
"Gm37961",298
"Adgre5",18075
"Zfp536",301506
"Gm44812",10917
"AC165953.3",12589
"Gpc6",1051229
"AC110534.4",354
"Ube2l3-ps1",435
"Gm7432",878
"Gm13237",634
"AC165953.2",113010
"Gm10015",464
"Ggn",3766
"Rhbdl2",42030
"Sh3rf1",172199
"AC110534.1",246
"Gm9661",1121
"Gm29526",378
"Stk38",37115
"Gm15161",386
"Neurod6",3441
"Cmtr2",8821
"C230037L18Rik",8611
"Six3os1",17747
"Gm3379",641
"Gm38117",938
"Gm13233",1683
"4930511J24Rik",1733
"Arsa",4949
"Spred3",11582
"Gm3279",10003
"Gm20737",2433
"Ighv11-1",462
"4931413K12Rik",5106
"Gm13240",564
"Gm29527",2367
"Gm44809",992
"Cd209e",6344
"Vmn2r-ps16",376
"Gm44808",1307
"Gm13982",3305
"Gm11694",158
"Ighv14-2",429
"Jmy",69707
"Leap2",989
"Gm28867",6137
"Gm34667",32991
"Jpt1",17034
"1700001D01Rik",7350
"Gm34783",302
"Gm42397",202432
"Gm47188",1360
"Gm34719",39737
"Gm47187",228
"Gm6639",69011
"Ccdc129",141840
"3110009F21Rik",6423
"Six3",15694
"Mettl26",10543
"Ighv4-2",462
"Lyar",13836
"Gm44883",3257
"Gm30155",338
"1700121C08Rik",25891
"AC155941.1",26325
"4930505M18Rik",2548
"Gm6109",347
"Gm12904",1398
"Gnb1",67908
"Gm20597",20546
"Cd209d",6731
"Gm14238",322
"Gm47722",528
"Gm28528",1675
"Hydin",343276
"4930477N07Rik",11628
"Tdrp",23024
"Gm19090",773
"Gm40778",1343
"Zfp993",47199
"1700025F24Rik",13420
"Milr1",17568
"Gm48689",5187
"Cep83",102199
"Gm28183",1547
"Stx6",49541
"Elf2",87943
"Gm43668",5341
"Gm34785",10105
"Gm29675",10793
"Dnajc19",25301
"Gm40576",10847
"Gm13985",6135
"4930425K24Rik",2142
"Ighv3-2",430
"Gm16278",16656
"Mcm9",94124
"Rtel1",36877
"Gm36979",1637
"Ighv11-2",571
"Rab40c",37613
"4930412B13Rik",87208
"Hpse",40232
"Gm13986",253911
"Gm12903",543
"Gm36011",28112
"Gm13140",3349
"Gm39033",26547
"Uqcrq",2909
"Atp5g3",2879
"Fxr1",50379
"Gm13149",338
"Guf1",19050
"Olfr419",3547
"Gm4032",2519
"Gm9520",5016
"Gm7856",1492
"4930466K18Rik",905
"Gm47739",5131
"Ppp1r17",15192
"Gm47737",307
"Gm47738",1913
"Asf1a",12468
"Gm38590",22736
"Dio3os",2787
"Mipep-ps",290
"Gm26832",2214
"Gm20637",461
"Gm27024",754
"Gm14257",910
"Zfp989",18779
"Pir",103640
"Gssos1",2636
"Dio3",2029
"Gm43060",288
"Clec4a2",37571
"AC165953.1",1935
"Dhx40",38900
"Gss",29629
"Gm7860",878
"Mptx1",2355
"Gm12858",207
"Gm8850",587
"Olfr417",9350
"Ybx2",5809
"Rpl17-ps1",551
"Dnajc3",43721
"Ctbs",16054
"Tex48",15339
"Gdf9",6881
"Dmc1",43612
"Polg2",11284
"6030442E23Rik",7360
"Itpr3",64919
"Ighv14-3",476
"Gm11590",2626
"Ddx39",11715
"Gm11591",701
"Gm13153",636
"Rex2",38944
"Gm28083",6223
"Gm11482",5019
"Gpatch3",9498
"Spata1",42557
"Gm11587",5837
"9530026F06Rik",17472
"Gm11214",1020
"Myf5",3226
"Gm11588",29374
"Il15",71590
"Gm28449",1077
"Gm44132",150
"Gm36943",281
"Cmas",19028
"Myct1",13129
"Gm28094",389
"Usp35",22640
"Myf6",1884
"Ep300",66726
"Tnfsf15",18029
"Gm17087",1098
"Gssos2",1720
"Gm15425",4602
"Gm5855",1304
"Acss2os",9890
"Gm43349",1354
"Gm43351",2751
"4930587A21Rik",4206
"2010110G14Rik",98882
"Ggt7",27858
"Gm5982",511
"Ifngr2",18551
"Slc39a1-ps",968
"Cdyl2",158591
"Gm36520",1498
"5830437K03Rik",1378
"Gm43350",710
"Gm47788",603
"Ptprq",203002
"Sult6b2",19298
"AC154760.1",766
"Itpr3os",1782
"Gm43061",2240
"Eldr",16128
"Gm8847",630
"Gm8675",1855
"Trim33",79482
"Gm48596",3213
"Ankrd13b",19193
"Platr27",1737
"Ypel2",57282
"Mapk8",69260
"Gnpda2",19232
"Cmc2",32770
"Acss2",67776
"Marveld2",21014
"Gm3226",1341
"Cd209b",9189
"Gm13171",390
"St8sia1",142907
"Thbs1",15257
"Il31ra",74462
"4930509E16Rik",13608
"Gm43667",1094
"Gm20775",1850
"Gm12313",420
"AY512931",4716
"Gm45514",688
"Paip2b",26340
"Gm12003",1104
"Gm12314",537
"Gm7457",19263
"Gm17841",2424
"4930577N17Rik",1624
"Btnl4",6895
"Gm37399",415
"Gm29522",2363
"Gm12905",12207
"Oas3",24563
"Gm8784",1434
"Gm5851",1203
"Mycbp",7437
"Ddx5",8830
"Gm37752",3308
"Atp11b",102170
"Gm29523",698
"Gm37519",2209
"Gm37960",1896
"Gm38146",1292
"Gm37106",1531
"Sprr2a3",5988
"Gm46391",202
"Gm48825",5459
"Gm37706",2764
"Gdpd1",40195
"D030045P18Rik",44721
"Gm37246",834
"Gm12088",1913
"Gm29524",698
"Gm12091",829
"Gm15423",4712
"Mblac1",1307
"Gpx4-ps2",795
"Gm12092",33185
"Gm37463",795
"Gm38158",338
"Gm29528",378
"Gm35430",96655
"Gm37490",723
"Gm44147",93
"Akt3",238130
"Sprr2b",1465
"Gpr162",5539
"Gm19994",585
"Gm47562",149
"Gm29233",596
"Gm20777",2446
"Klhl20",43136
"Gm15332",356
"Clec4b2",31778
"Olfr416-ps1",1136
"Gm454",3699
"Gm37428",136
"Gm29295",39821
"Gm45066",2550
"4933438K21Rik",5070
"Mybpc3",18372
"Gm28955",3339
"Gm35552",86180
"Gm29328",115697
"Gm47568",13099
"1700028E10Rik",63443
"Gm5312",546
"Gm3442",709
"A430072C10Rik",2531
"Gm37586",203
"Sprr2c-ps",300
"Ctnnbl1",154213
"Gm28954",1738
"Nkapl",1462
"Gm43645",464
"Gm42906",364617
"Npat",37295
"Sprr2d",1733
"Gm5907",17471
"Stard13",196326
"Gm6342",765
"Gm15852",1550
"Ccdc190",6005
"Gm28953",696
"Ighv16-1",453
"A930033M14Rik",399
"Sdccag8",205777
"Nxpe5",27465
"Cavin3",2217
"Vip",8399
"Gm15622",3251
"Gm45667",1315
"Gm47026",2331
"Dscr3",29047
"Bhmt",21286
"Grip1os3",26012
"Gm42449",2257
"Otogl",151603
"Lef1",113885
"Ube2c",8924
"Gm47342",620
"Gm47027",17357
"Fam83h",13243
"Gm20776",699
"Gm47341",2171
"Tspan18",132745
"Gm47024",2570
"Mapkapk3",34950
"Gm16321",945
"Sprr2e",1306
"Gm47867",1370
"Helb",29379
"Gm28958",702
"Cd4",23529
"CT030190.1",33340
"Gm20828",2350
"K230010J24Rik",37093
"Sprr2f",1255
"Gm43203",557
"Tnnc2",2806
"Gulo",22421
"Amd1",14728
"Gm28957",372
"Gpn2",7373
"Gm15737",15054
"Grip1",633431
"Hdac8",220720
"Erich1",62740
"Adamts9",170793
"Gm12093",1594
"D730045B01Rik",60490
"5730455P16Rik",17542
"Gm45520",2030
"Pisd-ps2",7605
"Gm29016",13369
"1700028N14Rik",2885
"Gm5479",434
"Gm9045",2408
"Gm11190",17161
"Gm16569",952
"9930014A18Rik",9522
"Gm9044",2408
"Kmt2b",19868
"Nifk",11983
"Fam84b",34784
"Gm43994",2444
"Zfp612",12995
"Gm9040",2408
"Mr1",19537
"Pelp1",17148
"Secisbp2",32347
"Cttn",35276
"Gm44702",1193
"Gm21964",10754
"Btnl2",14671
"Gm36447",43742
"Gm43298",18679
"Tcap",1142
"H2-Ea-ps",1710
"Rpl34",3567
"Cdca3",4154
"Gm10232",719
"Gm21310",2448
"5330439B14Rik",11867
"Cited1",4800
"Irf4",17750
"Maf",24852
"Gm15655",2155
"CAAA01201732.1",279
"Gm43736",2280
"Gm18916",1245
"8030455M16Rik",9744
"Gm29142",695
"Fcrl5",64905
"Gm42827",2030
"4930488N15Rik",9760
"Gm37103",114
"Gm21301",698
"Gm12312",643
"Lor",2871
"Gm13245",259
"Ncs1",50166
"Il1rap",148413
"Gm28507",702
"Gm20718",258
"Gm31406",1432
"Vmn1r-ps17",893
"Gm13241",779
"Vmn1r-ps16",104
"Atp5h",4273
"Gm20319",41056
"Gm6695",1171
"Gm43077",2174
"Gm8165",5237
"Gm8161",1998
"Gm21154",26814
"Bak1",9199
"Gm28512",865
"Gm8046",3102
"Zbtb9",3038
"Rbsn",28213
"Ifnar1",22203
"Stard3",22744
"Iltifb",5409
"Gm9035",1696
"Gm32802",2408
"Slc22a19",38249
"Pecam1",96411
"Ssx2ip",35502
"Gm15967",1115
"Gm15968",1167
"Gm9030",2409
"Lrpprc",85542
"Gm9029",2409
"Ggnbp1",63161
"Atp2a1",17250
"Prokr2",47714
"Gm32717",2408
"L3hypdh",12011
"Gm9585",1403
"Spta1",75674
"Gm10636",11791
"Ncoa6",83238
"Gm11582",235
"Rnasel",14795
"Gm10375",5386
"Gm14239",1391
"Gpr135",3149
"Gm3221",2271
"Il22",5105
"Chst4",10587
"AC087556.1",1551
"Gm45888",2949
"Ict1os",1728
"Atp6v1g1",5978
"Gm9791",446
"4930532I03Rik",47285
"4930502C17Rik",947
"Gm4792",5038
"Kat7",35987
"Gm7986",550
"4930431L21Rik",30771
"Zfp992",21269
"Slc51a",13375
"Itpa-ps2",588
"Kdm2b",119158
"Gm16126",29560
"Cd69",8111
"Gm28164",441
"Gm16127",1293
"Gm43411",1578
"Ugt8a",73348
"Tat",9366
"Ndufa12",22723
"Tnfrsf11a",67263
"Hnrnpl",13725
"Mad2l2",15315
"Gm45795",399
"Pcolce2",60495
"Gm7255",29328
"Elovl1",4860
"Wfdc3",14751
"Spata32",10305
"Mrgpra2b",65056
"Gm43334",1317
"Draxin",32261
"Gm10193",230
"Rabep2",20486
"Stmn3",8041
"Spint5",2763
"Mrgpra2a",25811
"Cbarp",10384
"Gm7645",787
"Cachd1",252545
"Cdc20",4451
"Trp53inp2",8791
"Gm29479",454
"Gm34220",2708
"Kif16b",284057
"Gm33682",938
"Pcyt1a",44149
"Mrpl58",8922
"1700023F06Rik",9614
"Atp5d",7186
"Gm28506",149
"Gm44806",2302
"Arhgef28",306970
"Gm26965",34999
"4933406I18Rik",99682
"Gm48894",378
"Cks2",5428
"Gm38307",1839
"Vmn1r-ps15",909
"Cdk15",96087
"Cdr2l",14216
"Vmn1r-ps14",912
"Gm17654",5303
"Ppfia2",465613
"Eif2d",34477
"Gm3216",2247
"Gm19007",873
"2310061I04Rik",4754
"Gm17796",1212
"Olfr1556-ps1",465
"Gm48947",513
"Gm47958",1177
"Gm19181",939
"Hunk",113540
"Mapk15",5385
"Rasgrp1",63008
"Gm7086",3677
"Gm48048",485
"Zer1",27302
"Tmem52",1744
"Mrgpra1",19365
"Hdhd3",4459
"Gm45085",440
"Slc9a1",53996
"Clec4a4",33738
"Cd209a",5587
"Vrtn",10436
"Gm14173",277
"Il6st",46016
"Gm11370",259
"Serpinb9c",10467
"Dennd2c",67165
"Zfp874a",27075
"2900097C17Rik",4914
"Rpl18-ps1",524
"Gm43481",3671
"Gm47504",352
"Gm15179",6800
"Gm15777",7246
"Rps15-ps2",437
"Gm5037",617
"Zfp729a",25028
"Gm44603",366
"Gm49480",141
"Cps1",108233
"Gm8309",1447
"Paqr9",8366
"Zfp953",21299
"Rpf2",23790
"Acss3",190151
"Gm37786",3224
"Mrps18b",6010
"Lpar3",65223
"Gm5799",7637
"Des",8250
"Gm18040",826
"Gm21162",3635
"Marveld3",14289
"Coq2",20417
"Ctla4",28832
"Spint4",3952
"Trp53i11",14211
"6720469O03Rik",1200
"Gm14859",356
"Gm47861",10052
"Pygl",40677
"Arhgef18",63595
"Gm45768",3201
"Nagk",9036
"Zfp738",28386
"F730035M05Rik",6324
"Gm28077",5960
"Oas2",19520
"Pax6",28464
"Gm16573",13252
"Gm28075",1170
"Gm43068",1272
